,Names,Prices,Ratings
1016,Samsung Metro 313,"₹2,315",4.1
1017,"T-Max Jaguar (Black, 4 GB)","₹3,595",3.7
1018,"Samsung Galaxy A70s (Prism Crush Red, 128 GB)","₹28,400",4.2
1019,Karbonn KX2,₹725,3.8
1020,"Samsung Galaxy A10s (Blue, 32 GB)","₹9,480",4.4
1021,"Gionee A1 (Grey, 64 GB)","₹21,499",4
1022,Q-Tel Q7,₹499,3.4
1023,Tambo A2200,₹990,4
1024,JIVI X570,₹899,3.7
1025,Karbonn K-Phone 7,"₹1,190",3.7
1026,"Realme U1 (Brave Blue, 64 GB)","₹8,995",4.4
1027,"Mi 4i (Yellow, 16 GB)","₹12,999",4.2
1028,"Tecno Camon i4 (Nebula Black, 32 GB)","₹7,599",4.1
1029,"Infinix Note 5 (Milan Black, 32 GB)","₹10,599",4.2
1030,Forme W1+,₹999,3.4
1031,"Forme F520 (Yellow, 4 GB)","₹2,099",3.7
1032,"Samsung Galaxy M10S (Metallic Blue, 32 GB)","₹8,990",4.4
1033,I Kall K55 Combo Of Two Mobile,₹949,3.4
1034,"Honor 7A (Blue, 32 GB)","₹7,499",4.3
1035,"Samsung Galaxy On Max (Black, 32 GB)","₹19,900",4.3
1036,Forme Winner W3,₹845,3.9
1037,"Samsung Galaxy M10S (Stainless Black, 32 GB)","₹9,100",4.4
1038,I Kall K 55,₹549,3.3
1039,"OPPO F11 Pro (Aurora Green, 64 GB)","₹22,990",4.4
1040,Samsung Metro 313,"₹2,120",4.1
1041,I Kall K 71 Pack of Three,"₹1,199",3.4
1042,"Realme C1 (Navy Blue, 32 GB)","₹7,499",4.4
1043,I Kall K 2180,"₹1,299",3.8
1044,Forme Forme,"₹1,899",3
1045,"ZOPO Color F5 (Black, 16 GB)","₹5,500",3.5
1046,Forme Teddy T2,₹738,3.4
1047,Forme Teddy T2,₹699,3.4
1048,"Gome C7 (Gold, 16 GB)","₹3,999",4.1
1049,Lava A1,₹799,4.2
1050,Itel it5260,"₹1,269",4.9
1051,Jmax M43 Combo of two,"₹1,199",
1052,Jmax M43 Combo of two,"₹1,199",
1053,Jmax M43 Combo of two,"₹1,199",
1054,Jmax M43 Combo of two,"₹1,199",
1055,Jmax M43 Combo of two,"₹1,199",
1056,Karbonn KX3,₹717,3.9
1057,Intex Turbo 220,"₹1,029",4.1
1058,"Apple iPhone 11 (Yellow, 64 GB)","₹64,900",4.7
1059,"Coolpad Mega 5C (Sky Blue, 16 GB)","₹3,200",3.7
1060,Micromax X285,"₹2,999",
1061,"Nokia 6.1 Plus (Blue, 64 GB)","₹11,329",4.1
1062,Videocon Dost V1AA7 (V1388),₹850,3.9
1063,"Redmi Note 7 (Onyx Black, 32 GB)","₹9,999",4.4
1064,Forme Inspire,"₹1,728",3.5
1065,"Honor Holly 2 Plus (White, 16 GB)","₹8,499",4
1066,"Redmi K20 (Carbon Black, 128 GB)","₹24,999",4.5
1067,"Mi A2 (Red, 128 GB)","₹15,999",4.1
1068,"HTC U ULtra (Sapphire Blue, 64 GB)","₹62,990",4
1069,"Asus Zenfone Max Pro M1 (Blue, 32 GB)","₹7,499",4.3
1070,Kechaoda A18,₹880,
1071,Itel it2161,₹799,4
1072,Intex Eco 111,₹759,3.8
1073,Inovu A7,₹649,3.3
1074,Inovu A7,₹649,3.3
1075,Muphone M350,₹890,5
1076,Muphone M350,₹890,5
1077,Muphone M350,₹890,5
1078,Muphone M350,₹949,5
1079,Blackzone Force+,₹599,3.4
1080,"Blackbear B6 Pro (Plum Red, 16 GB)","₹5,299",
1081,"Micromax Bolt S301 (Black, 4 GB)","₹2,190",3.1
1082,Blackbear C99 Stroke,"₹1,020",3.7
1083,Zen X91,₹984,4
1084,Itel IT5025,₹949,4.1
1085,I Kall K14 New,₹599,3.5
1086,I Kall K33 New Combo of Two,"₹1,299",3.8
1087,"Asus ZenFone Lite L1 (Black, 16 GB)","₹4,999",4.2
1088,Intex Yaari,₹859,3.9
1089,"Apple iPhone 7 Plus (Jet Black, 128 GB)","₹42,900",4.5
1090,"Tecno Camon I Sky 2 (Bordeaux Red, 16 GB)","₹6,030",4.1
1091,"Tecno Camon I Sky 2 (Champagne Gold, 16 GB)","₹5,980",4.1
1092,Forme N5 Plus,₹799,
1093,Zen Z15,"₹1,225",3.9
1094,Intex ECO 110,₹765,
1095,"OPPO R17 Pro (Radiant Mist, 128 GB)","₹31,590",4.1
1096,"OPPO R17 Pro (Emerald Green, 128 GB)","₹31,590",4.1
1097,"Honor 5X (Grey, 16 GB)","₹12,999",4.1
1098,Itel IT 5617,"₹1,124",3.8
1099,"Panasonic P90 (Blue, 16 GB)","₹5,999",3.8
1100,"Honor 8X (Blue, 128 GB)","₹13,699",4.4
1101,Micromax CG666,"₹2,749",3.3
1102,"Tecno Camon I Twin (Midnight Black, 32 GB)","₹10,999",4.4
1103,Peace P1 Pack of Three Mobiles,"₹1,449",3.8
1104,Hicell C1 Tiger,₹539,3.4
1105,"Forme P9 Plus (Black, 512 MB)","₹1,959",
1106,"Samsung Galaxy A2 Core (Dark Gray, 16 GB)","₹5,599",4.2
1107,Karbonn KX21,₹849,3.9
1108,Jivi S3,₹885,3.8
1109,Jivi S3,₹885,3.8
1110,"Apple iPhone 7 Plus (Black, 256 GB)","₹73,999",4.5
1111,InFocus Hero Selfie C2,₹962,3.8
1112,I Kall K25 Combo of Two Mobiles,"₹1,199",3.5
1113,BlackBear B5 Chrome,₹610,3.6
1114,Micromax X725,"₹1,099",3.8
1115,"Apple iPhone 7 Plus (Rose Gold, 256 GB)","₹52,999",4.5
1116,Itel Magic 1 Max,"₹1,360",3.9
1117,ITEL magic 1 max,"₹1,375",3.9
1118,Iball Aasaan 4,"₹2,399",3.9
1119,Kechaoda A1 Combo of Two Mobiles,"₹1,499",3
1120,"T-Max Butterfly (Dark Blue, 4 GB)","₹2,599",3.2
1121,Zen Atom 103,₹848,3.8
1122,Zen Atom 103,₹799,3.8
1123,"Apple iPhone 6s (Gold, 16 GB)","₹41,999",4.5
1124,"Asus Zenfone Max Pro M1 (Black, 64 GB)","₹11,499",4.3
1125,Samsung Guru FM Plus,"₹1,599",4.2
1126,Jmax M40 Combo of Two,"₹1,199",
1127,Jmax M40 Combo of Two,"₹1,199",
1128,"Alcatel 3V (Spectrum Gold, 32 GB)","₹5,999",3.6
1129,Samsung Metro B313E Dual Sim - White,"₹2,120",4.1
1130,"Asus ROG Phone II (Black, 128 GB)","₹37,999",4.6
1131,Muphone M5800,"₹1,029",3.9
1132,"Zen Desire Strong (Blue, 4 GB)","₹2,329",3.4
1133,"XOLO Q800 (White, 4 GB)","₹9,556",4.4
1134,I Kall K301 Combo of two mobile,"₹1,099",3.7
1135,"Samsung Galaxy S9 (Midnight Black, 128 GB)","₹61,900",4.4
1136,I Kall K6300,₹845,3.6
1137,"Samsung Galaxy S8 (Orchid Grey, 64 GB)","₹49,990",4.6
1138,"Honor Holly 3 (Black, 16 GB)","₹10,499",4
1139,"OnePlus 6T (Speed Orange, 256 GB)","₹44,999",
1140,Samsung Metro 350,"₹2,849",4.1
1141,Kechaoda A19,"₹1,209",3.8
1142,BlackZone Eluga,₹599,3.2
1143,"Redmi Note 5 Pro (Red, 64 GB)","₹13,999",4.5
1144,"Samsung Galaxy A7 (Blue, 128 GB)","₹24,600",4.4
1145,"Samsung Galaxy On8 (Black, 64 GB)","₹12,699",4.4
1146,"Redmi K20 (Pearl White, 128 GB)","₹24,999",4.5
1147,"Yu Yureka Plus (Moon Dust Grey, 16 GB)","₹6,499",3.7
1148,"Realme 6 Pro (Lightning Orange, 128 GB)","₹18,999",4.6
1149,Karbonn K88 Dual Sim - Black & Red,"₹1,099",3.3
1150,"Apple iPhone 6s Plus (Rose Gold, 64 GB)","₹59,999",4.4
1151,Gfive Z2,₹799,3.9
1152,"Apple iPhone 8 Plus (Space Grey, 256 GB)","₹84,900",4.6
1153,"Apple iPhone 6s Plus (Silver, 128 GB)","₹49,990",4.4
1154,I Kall K18 New,₹649,3.7
1155,Chilli B39,₹944,3.4
1156,Karbonn K310n,₹698,3.8
1157,"Apple iPhone 6s Plus (Gold, 64 GB)","₹59,999",4.4
1158,"Panasonic Eluga I2 Activ (Gold, 16 GB)","₹7,490",3.5
1159,"Infinix Hot S3 (Blush Gold, 64 GB)","₹11,999",4.1
1160,"Infinix Hot S3 (Topaz Blue, 64 GB)","₹11,999",4.1
1161,Zen Power 102,₹979,3.9
1162,Intex Polo,₹763,3.7
1163,"Samsung Galaxy A20s (Green, 64 GB)","₹13,699",4.4
1164,Ssky S-10 Hero,₹699,3.3
1165,"Samsung Galaxy A20s (Blue, 64 GB)","₹13,699",4.4
1166,"Moto G7 (White, 64 GB)","₹9,999",4.3
1167,Forme N1,₹599,3.5
1168,Forme N1,₹599,3.5
1169,Kechaoda K100,₹990,3.8
1170,"Apple iPhone 8 (PRODUCT)RED (Red, 64 GB)","₹38,999",4.7
1171,Micromax X607,"₹1,124",3.4
1172,Forme Mini 1,₹899,3.5
1173,"Redmi Y1 (Gold, 64 GB)","₹9,990",4.1
1174,InFocus F115,₹799,3.7
1175,"Asus ZenFone 5Z (Midnight Blue, 256 GB)","₹21,999",4.5
1176,"Honor Holly (Black/White, 16 GB)","₹5,999",4.1
1177,Blackbear C-88 Karaoke,"₹1,699",3.7
1178,Do M 20,"₹1,000",3.7
1179,Do M10,₹899,3.6
1180,Samsung Metro 313,"₹2,120",4.1
1181,Muphone M380,₹890,4.7
1182,Muphone M380,₹890,4.7
1183,Muphone M380,₹890,4.7
1184,Muphone M380,₹890,4.7
1185,Tork T27 Power,₹949,3.6
1186,"Vivo Z1Pro (Mirror Black, 64 GB)","₹14,799",4.5
1187,"T-Max Butterfly (Blue, 4 GB)","₹1,999",3.2
1188,"T-Max Butterfly (White & Yellow, 4 GB)","₹2,399",3.2
1189,"T-Max Butterfly (Black, 4 GB)","₹1,999",3.2
1190,"Huawei Y9 prime (Blue, 128 GB)","₹14,499",5
1191,Intex Eco 205,₹934,3.7
1192,"Apple iPhone 7 (PRODUCT) (Red, 256 GB)","₹63,999",4.7
1193,Hicell C1 Fox,₹539,3.5
1194,"Alcatel 5V (Spectrum Blue, 32 GB)","₹3,799",4.5
1195,Micromax X908,"₹1,179",3.7
1196,Salora KT24+ Vishaal,"₹1,099",3.6
1197,Micromax Astra,"₹1,635",3.2
1198,Zen Atom 101,₹774,3.5
1199,"Gionee Pioneer P3 (White, 4 GB)","₹2,350",3.9
